"Step","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_5__MAX","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_10__MAX","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20__MIN","Yahoo b512 l0.0005 -- qx8h22fz - ndcg_20__MAX"
"100","0.00021449382232783962","0.00021449382232783962","0.00021449382232783962","0.0003149848119090799","0.0003149848119090799","0.0003149848119090799","0.0004382664220319022","0.0004382664220319022","0.0004382664220319022"
"201","0.0002260763178649772","0.0002260763178649772","0.0002260763178649772","0.00028560805814915576","0.00028560805814915576","0.00028560805814915576","0.0004640777383341415","0.0004640777383341415","0.0004640777383341415"
"302","0.00024461317670845687","0.00024461317670845687","0.00024461317670845687","0.00032697933262048706","0.00032697933262048706","0.00032697933262048706","0.00044146748127485994","0.00044146748127485994","0.00044146748127485994"
"403","0.0001681295108783456","0.0001681295108783456","0.0001681295108783456","0.0002519476062200248","0.0002519476062200248","0.0002519476062200248","0.00039726995869813","0.00039726995869813","0.00039726995869813"
"504","0.00023235739632497301","0.00023235739632497301","0.00023235739632497301","0.00026981422138412425","0.00026981422138412425","0.00026981422138412425","0.0004474747586354433","0.0004474747586354433","0.0004474747586354433"
"605","0.00019433834655610324","0.00019433834655610324","0.00019433834655610324","0.00033396192928509714","0.00033396192928509714","0.00033396192928509714","0.0004595655122756856","0.0004595655122756856","0.0004595655122756856"
"706","0.000181137234090709","0.000181137234090709","0.000181137234090709","0.00031985042835617285","0.00031985042835617285","0.00031985042835617285","0.0004285807942608008","0.0004285807942608008","0.0004285807942608008"
"807","0.00017166320760076653","0.00017166320760076653","0.00017166320760076653","0.00035231310100282176","0.00035231310100282176","0.00035231310100282176","0.0004464521330040343","0.0004464521330040343","0.0004464521330040343"
"908","0.00019433834655610324","0.00019433834655610324","0.00019433834655610324","0.00031987519159766835","0.00031987519159766835","0.00031987519159766835","0.0004826231064853948","0.0004826231064853948","0.0004826231064853948"
"1009","0.0002644721896142856","0.0002644721896142856","0.0002644721896142856","0.0003699846042390849","0.0003699846042390849","0.0003699846042390849","0.00046676324936453177","0.00046676324936453177","0.00046676324936453177"
"1110","0.00021400397020890114","0.00021400397020890114","0.00021400397020890114","0.0003221025413858327","0.0003221025413858327","0.0003221025413858327","0.0004490226890864559","0.0004490226890864559","0.0004490226890864559"
"1211","0.0002874094192795634","0.0002874094192795634","0.0002874094192795634","0.0003283686685766251","0.0003283686685766251","0.0003283686685766251","0.000486018295043069","0.000486018295043069","0.000486018295043069"
"1312","0.00024296018762423369","0.00024296018762423369","0.00024296018762423369","0.00034960681937151636","0.00034960681937151636","0.00034960681937151636","0.0004949073784871198","0.0004949073784871198","0.0004949073784871198"
"1413","0.0001866663697218253","0.0001866663697218253","0.0001866663697218253","0.00026880869697490215","0.00026880869697490215","0.00026880869697490215","0.0003823808766755449","0.0003823808766755449","0.0003823808766755449"
"1514","0.00028075151883912887","0.00028075151883912887","0.00028075151883912887","0.0003617596289697222","0.0003617596289697222","0.0003617596289697222","0.0005055442537191925","0.0005055442537191925","0.0005055442537191925"
"1615","0.0002818802836484471","0.0002818802836484471","0.0002818802836484471","0.0004061160773210691","0.0004061160773210691","0.0004061160773210691","0.0005612673825673642","0.0005612673825673642","0.0005612673825673642"
"1716","0.00031361825495732103","0.00031361825495732103","0.00031361825495732103","0.0003562532723429851","0.0003562532723429851","0.0003562532723429851","0.0005512385502822813","0.0005512385502822813","0.0005512385502822813"
"1817","0.0002691690233019913","0.0002691690233019913","0.0002691690233019913","0.000366693260389192","0.000366693260389192","0.000366693260389192","0.0004959756443740957","0.0004959756443740957","0.0004959756443740957"
"1918","0.00029068102529204324","0.00029068102529204324","0.00029068102529204324","0.0003509722659790461","0.0003509722659790461","0.0003509722659790461","0.0005236087328804878","0.0005236087328804878","0.0005236087328804878"
"2073","0.0003580674866126507","0.0003580674866126507","0.0003580674866126507","0.0004376236573135952","0.0004376236573135952","0.0004376236573135952","0.0005459686923932544","0.0005459686923932544","0.0005459686923932544"
"2174","0.00039698758263686417","0.00039698758263686417","0.00039698758263686417","0.0005015166681998857","0.0005015166681998857","0.0005015166681998857","0.0005939952832719547","0.0005939952832719547","0.0005939952832719547"
"2275","0.00032241899660091723","0.00032241899660091723","0.00032241899660091723","0.0003850784444033471","0.0003850784444033471","0.0003850784444033471","0.0005573202392350541","0.0005573202392350541","0.0005573202392350541"
"2376","0.0002716543143296251","0.0002716543143296251","0.0002716543143296251","0.00035805856622343665","0.00035805856622343665","0.00035805856622343665","0.0005450249698350898","0.0005450249698350898","0.0005450249698350898"
"2477","0.00024345003974317214","0.00024345003974317214","0.00024345003974317214","0.0003044337194569997","0.0003044337194569997","0.0003044337194569997","0.000483605985830612","0.000483605985830612","0.000483605985830612"
"2578","0.00025691324291850746","0.00025691324291850746","0.00025691324291850746","0.00035648796481396977","0.00035648796481396977","0.00035648796481396977","0.0005174995673124948","0.0005174995673124948","0.0005174995673124948"
"2679","0.0003022635208291809","0.0003022635208291809","0.0003022635208291809","0.0003434465987851959","0.0003434465987851959","0.0003434465987851959","0.0005321772780221157","0.0005321772780221157","0.0005321772780221157"
"2780","0.0002700356974013685","0.0002700356974013685","0.0002700356974013685","0.0003307016548080306","0.0003307016548080306","0.0003307016548080306","0.0004944024359208222","0.0004944024359208222","0.0004944024359208222"
"2881","0.00029899191481670104","0.00029899191481670104","0.00029899191481670104","0.0004006841828964244","0.0004006841828964244","0.0004006841828964244","0.0004955543973868441","0.0004955543973868441","0.0004955543973868441"
"2982","0.00020569308068424345","0.00020569308068424345","0.00020569308068424345","0.0002841091550404565","0.0002841091550404565","0.0002841091550404565","0.00041114233053464753","0.00041114233053464753","0.00041114233053464753"
"3083","0.0001753116355936851","0.0001753116355936851","0.0001753116355936851","0.0002796898330960009","0.0002796898330960009","0.0002796898330960009","0.00039066028046286694","0.00039066028046286694","0.00039066028046286694"
"3184","0.00030301546365806036","0.00030301546365806036","0.00030301546365806036","0.00036658529992402025","0.00036658529992402025","0.00036658529992402025","0.00046391244557966146","0.00046391244557966146","0.00046391244557966146"
"3285","0.00025503253528030975","0.00025503253528030975","0.00025503253528030975","0.00039465611800930357","0.00039465611800930357","0.00039465611800930357","0.00047360676677033945","0.00047360676677033945","0.00047360676677033945"
"3386","0.00017557372630362618","0.00017557372630362618","0.00017557372630362618","0.00033743317928185905","0.00033743317928185905","0.00033743317928185905","0.00046394267526599786","0.00046394267526599786","0.00046394267526599786"
"3487","0.0002228047118524973","0.0002228047118524973","0.0002228047118524973","0.00032778145473342564","0.00032778145473342564","0.00032778145473342564","0.0004429404188594681","0.0004429404188594681","0.0004429404188594681"
"3588","0.00029019117317310484","0.00029019117317310484","0.00029019117317310484","0.00037514348563726736","0.00037514348563726736","0.00037514348563726736","0.000514335926958765","0.000514335926958765","0.000514335926958765"
"3689","0.0002874094192795634","0.0002874094192795634","0.0002874094192795634","0.0003491525993962152","0.0003491525993962152","0.0003491525993962152","0.0005065456423823129","0.0005065456423823129","0.0005065456423823129"
"3790","0.0002779697649455875","0.0002779697649455875","0.0002779697649455875","0.00034084716218472276","0.00034084716218472276","0.00034084716218472276","0.0004974649078756191","0.0004974649078756191","0.0004974649078756191"
"3891","0.0002898143511926661","0.0002898143511926661","0.0002898143511926661","0.00039030534077390635","0.00039030534077390635","0.00039030534077390635","0.00048113539902596965","0.00048113539902596965","0.00048113539902596965"
"4046","0.00030012067962601916","0.00030012067962601916","0.00030012067962601916","0.0003427556970116832","0.0003427556970116832","0.0003427556970116832","0.00045715532051122715","0.00045715532051122715","0.00045715532051122715"
"4147","0.00023991634302075117","0.00023991634302075117","0.00023991634302075117","0.00032092445315134457","0.00032092445315134457","0.00032092445315134457","0.00043674441854333777","0.00043674441854333777","0.00043674441854333777"
"4248","0.00026838270831714523","0.00026838270831714523","0.00026838270831714523","0.00037039269870403407","0.00037039269870403407","0.00037039269870403407","0.00045144610975274974","0.00045144610975274974","0.00045144610975274974"
"4349","0.00022002295795895592","0.00022002295795895592","0.00022002295795895592","0.00032310010409232855","0.00032310010409232855","0.00032310010409232855","0.0004711294656861925","0.0004711294656861925","0.0004711294656861925"
"4450","0.00028075151883912887","0.00028075151883912887","0.00028075151883912887","0.0003628938460922057","0.0003628938460922057","0.0003628938460922057","0.00046139979273790134","0.00046139979273790134","0.00046139979273790134"
"4551","0.00024296018762423369","0.00024296018762423369","0.00024296018762423369","0.00034313345489830855","0.00034313345489830855","0.00034313345489830855","0.0004226535521128261","0.0004226535521128261","0.0004226535521128261"
"4652","0.0002573244370549127","0.0002573244370549127","0.0002573244370549127","0.0003594911947247553","0.0003594911947247553","0.0003594911947247553","0.0004590537133454097","0.0004590537133454097","0.0004590537133454097"
"4753","0.0002755648330324848","0.0002755648330324848","0.0002755648330324848","0.00037513955492794705","0.00037513955492794705","0.00037513955492794705","0.00046985811226539536","0.00046985811226539536","0.00046985811226539536"
"4854","0.00025176092926782986","0.00025176092926782986","0.00025176092926782986","0.00033434503461656547","0.00033434503461656547","0.00033434503461656547","0.0004536107083135211","0.0004536107083135211","0.0004536107083135211"
"4955","0.0003200140646878145","0.0003200140646878145","0.0003200140646878145","0.000338362727015978","0.000338362727015978","0.000338362727015978","0.00041848661796967454","0.00041848661796967454","0.00041848661796967454"
"5056","0.0003318586509348931","0.0003318586509348931","0.0003318586509348931","0.0003702317436798224","0.0003702317436798224","0.0003702317436798224","0.0004780383768609952","0.0004780383768609952","0.0004780383768609952"
"5157","0.00028237013576738556","0.00028237013576738556","0.00028237013576738556","0.0003633782458979789","0.0003633782458979789","0.0003633782458979789","0.0004409133664794233","0.0004409133664794233","0.0004409133664794233"
"5258","0.0003152368718855777","0.0003152368718855777","0.0003152368718855777","0.0003938767749007441","0.0003938767749007441","0.0003938767749007441","0.0004888313438092457","0.0004888313438092457","0.0004888313438092457"
"5359","0.000330729886125575","0.000330729886125575","0.000330729886125575","0.00036986247927332853","0.00036986247927332853","0.00036986247927332853","0.0004651985765399224","0.0004651985765399224","0.0004651985765399224"
"5460","0.00034381796845246943","0.00034381796845246943","0.00034381796845246943","0.000382034293914445","0.000382034293914445","0.000382034293914445","0.000523796007094178","0.000523796007094178","0.000523796007094178"
"5561","0.0003517520359966885","0.0003517520359966885","0.0003517520359966885","0.00039180089683022015","0.00039180089683022015","0.00039180089683022015","0.000497992856466291","0.000497992856466291","0.000497992856466291"
"5662","0.00032279581858135587","0.00032279581858135587","0.00032279581858135587","0.00038103657446009724","0.00038103657446009724","0.00038103657446009724","0.0004409868966146834","0.0004409868966146834","0.0004409868966146834"
"5763","0.00032354776141023546","0.00032354776141023546","0.00032354776141023546","0.0003626803545579891","0.0003626803545579891","0.0003626803545579891","0.0004919090611264749","0.0004919090611264749","0.0004919090611264749"
"5864","0.00041763291052753903","0.00041763291052753903","0.00041763291052753903","0.00045676550367529264","0.00045676550367529264","0.00045676550367529264","0.0006015594864106646","0.0006015594864106646","0.0006015594864106646"
"6019","0.0003803658035875488","0.0003803658035875488","0.0003803658035875488","0.00047994052548301104","0.00047994052548301104","0.00047994052548301104","0.0005132843791122091","0.0005132843791122091","0.0005132843791122091"
"6120","0.00037758404969400735","0.00037758404969400735","0.00037758404969400735","0.00041930279939389334","0.00041930279939389334","0.00041930279939389334","0.0005715570040607323","0.0005715570040607323","0.0005715570040607323"
"6221","0.00029508139611384137","0.00029508139611384137","0.00029508139611384137","0.00035774084391627123","0.00035774084391627123","0.00035774084391627123","0.0004695915478561753","0.0004695915478561753","0.0004695915478561753"
"6322","0.0003513752140162498","0.0003513752140162498","0.0003513752140162498","0.0003923344633133114","0.0003923344633133114","0.0003923344633133114","0.0004977044353135822","0.0004977044353135822","0.0004977044353135822"
"6423","0.00031801862577911916","0.00031801862577911916","0.00031801862577911916","0.0003617878602872666","0.0003617878602872666","0.0003617878602872666","0.0004410180287386347","0.0004410180287386347","0.0004410180287386347"
"6524","0.0003942058287433228","0.0003942058287433228","0.0003942058287433228","0.0004379750632514702","0.0004379750632514702","0.0004379750632514702","0.0005011303350573868","0.0005011303350573868","0.0005011303350573868"
"6625","0.00035893416071202793","0.00035893416071202793","0.00035893416071202793","0.0004041553346498243","0.0004041553346498243","0.0004041553346498243","0.0004952868430961071","0.0004952868430961071","0.0004952868430961071"
"6726","0.0003290768970413517","0.0003290768970413517","0.0003290768970413517","0.00036820949018910533","0.00036820949018910533","0.00036820949018910533","0.000502835714039207","0.000502835714039207","0.000502835714039207"
"6827","0.0003624678574344489","0.0003624678574344489","0.0003624678574344489","0.0004234515371482764","0.0004234515371482764","0.0004234515371482764","0.0005343881480227125","0.0005343881480227125","0.0005343881480227125"
"6928","0.0003434411464720308","0.0003434411464720308","0.0003434411464720308","0.00044393213605327104","0.00044393213605327104","0.00044393213605327104","0.0005703064577687027","0.0005703064577687027","0.0005703064577687027"
"7029","0.00033351164001911636","0.00033351164001911636","0.00033351164001911636","0.00045873076275351597","0.00045873076275351597","0.00045873076275351597","0.0006184243840401201","0.0006184243840401201","0.0006184243840401201"
"7130","0.0003858949392186651","0.0003858949392186651","0.0003858949392186651","0.0004906478534406401","0.0004906478534406401","0.0004906478534406401","0.0006615653884792359","0.0006615653884792359","0.0006615653884792359"
"7231","0.00031170317516315675","0.00031170317516315675","0.00031170317516315675","0.0003543381925488208","0.0003543381925488208","0.0003543381925488208","0.0005419626575463562","0.0005419626575463562","0.0005419626575463562"
"7332","0.00031963724270737585","0.00031963724270737585","0.00031963724270737585","0.0004243901569293508","0.0004243901569293508","0.0004243901569293508","0.0005512272823440298","0.0005512272823440298","0.0005512272823440298"
"7433","0.00028274695774782425","0.00028274695774782425","0.00028274695774782425","0.00036710072483337424","0.00036710072483337424","0.00036710072483337424","0.0005690738920751798","0.0005690738920751798","0.0005690738920751798"
"7534","0.0003290768970413517","0.0003290768970413517","0.0003290768970413517","0.0003717119144270157","0.0003717119144270157","0.0003717119144270157","0.00047877880812999957","0.00047877880812999957","0.00047877880812999957"
"7635","0.00039029531004046317","0.00039029531004046317","0.00039029531004046317","0.00043551648397825954","0.00043551648397825954","0.00043551648397825954","0.0005928451768950175","0.0005928451768950175","0.0005928451768950175"
"7736","0.00035024644920693155","0.00035024644920693155","0.00035024644920693155","0.0004351987616710941","0.0004351987616710941","0.0004351987616710941","0.0005873623221371524","0.0005873623221371524","0.0005873623221371524"
"7837","0.00035968610354090747","0.00035968610354090747","0.00035968610354090747","0.0003999529138111445","0.0003999529138111445","0.0003999529138111445","0.000495565965121224","0.000495565965121224","0.000495565965121224"
"7992","0.00032960112131625674","0.00032960112131625674","0.00032960112131625674","0.00041455343378041926","0.00041455343378041926","0.00041455343378041926","0.00047742134247003286","0.00047742134247003286","0.00047742134247003286"
"8093","0.00039217601767866094","0.00039217601767866094","0.00039217601767866094","0.0004133346652179102","0.0004133346652179102","0.0004133346652179102","0.0005086573952670742","0.0005086573952670742","0.0005086573952670742"
"8194","0.00030290243351956066","0.00030290243351956066","0.00030290243351956066","0.00036669609844447394","0.00036669609844447394","0.00036669609844447394","0.00041131280712999646","0.00041131280712999646","0.00041131280712999646"
"8295","0.0003536671157908527","0.0003536671157908527","0.0003536671157908527","0.00037277527852184046","0.00037277527852184046","0.00037277527852184046","0.0004509346787980352","0.0004509346787980352","0.0004509346787980352"
"8396","0.00033791201084091443","0.00033791201084091443","0.00033791201084091443","0.00037817882111115147","0.00037817882111115147","0.00037817882111115147","0.0004548675391956285","0.0004548675391956285","0.0004548675391956285"
"8497","0.0003679969930655652","0.0003679969930655652","0.0003679969930655652","0.00040971574276545114","0.00040971574276545114","0.00040971574276545114","0.0005308851339633962","0.0005308851339633962","0.0005308851339633962"
"8598","0.00040138795345866224","0.00040138795345866224","0.00040138795345866224","0.0004642653506977975","0.0004642653506977975","0.0004642653506977975","0.000526740711903511","0.000526740711903511","0.000526740711903511"
"8699","0.0003307298861255749","0.0003307298861255749","0.0003307298861255749","0.00041050400626322476","0.00041050400626322476","0.00041050400626322476","0.0004845663501783275","0.0004845663501783275","0.0004845663501783275"
"8800","0.000335130256947373","0.000335130256947373","0.000335130256947373","0.0003994595936161571","0.0003994595936161571","0.0003994595936161571","0.0004978142152989445","0.0004978142152989445","0.0004978142152989445"
"8901","0.0002554093572607484","0.0002554093572607484","0.0002554093572607484","0.0003757680099758007","0.0003757680099758007","0.0003757680099758007","0.00048346894741476857","0.00048346894741476857","0.00048346894741476857"
"9002","0.00033513025694737304","0.00033513025694737304","0.00033513025694737304","0.0003803514308851694","0.0003803514308851694","0.0003803514308851694","0.0004901550629834592","0.0004901550629834592","0.0004901550629834592"
"9103","0.0003144849290566982","0.0003144849290566982","0.0003144849290566982","0.0003728824522183933","0.0003728824522183933","0.0003728824522183933","0.0004836762383913563","0.0004836762383913563","0.0004836762383913563"
"9204","0.00031963724270737585","0.00031963724270737585","0.00031963724270737585","0.0003810627005168621","0.0003810627005168621","0.0003810627005168621","0.00045983179729623165","0.00045983179729623165","0.00045983179729623165"
"9305","0.00030339228563849906","0.00030339228563849906","0.00030339228563849906","0.0004114908568154307","0.0004114908568154307","0.0004114908568154307","0.00047548153025705076","0.00047548153025705076","0.00047548153025705076"
"9406","0.0003362590217566912","0.0003362590217566912","0.0003362590217566912","0.000401186903804088","0.000401186903804088","0.000401186903804088","0.0004944164166770119","0.0004944164166770119","0.0004944164166770119"
"9507","0.00035968610354090747","0.00035968610354090747","0.00035968610354090747","0.0004225635007800427","0.0004225635007800427","0.0004225635007800427","0.0005479832241823409","0.0005479832241823409","0.0005479832241823409"
"9608","0.00033513025694737304","0.00033513025694737304","0.00033513025694737304","0.0003788994914555205","0.0003788994914555205","0.0003788994914555205","0.0005025719123708393","0.0005025719123708393","0.0005025719123708393"
"9709","0.00032241899660091723","0.00032241899660091723","0.00032241899660091723","0.0003661882311090647","0.0003661882311090647","0.0003661882311090647","0.0005250814586178091","0.0005250814586178091","0.0005250814586178091"
